assembly	EHEC
GCF_015699595.1_ASM1569959v1_genomic	1
GCF_000978845.1_ASM97884v1_genomic	1
GCF_001677795.2_ASM167779v2_genomic	1
GCF_001677565.2_ASM167756v2_genomic	1
GCF_001677695.2_ASM167769v2_genomic	1
GCF_015699495.1_ASM1569949v1_genomic	1
GCF_001677535.2_ASM167753v2_genomic	1
GCF_001677705.2_ASM167770v2_genomic	1
GCF_015699415.1_ASM1569941v1_genomic	1
GCF_015699395.1_ASM1569939v1_genomic	1
GCF_015699315.1_ASM1569931v1_genomic	1
GCF_015699325.1_ASM1569932v1_genomic	1
GCF_015699295.1_ASM1569929v1_genomic	1
GCF_015699265.1_ASM1569926v1_genomic	1
GCF_015699165.1_ASM1569916v1_genomic	1
GCF_015699145.1_ASM1569914v1_genomic	1
GCF_015699135.1_ASM1569913v1_genomic	1
GCF_015699095.1_ASM1569909v1_genomic	1
GCF_015699025.1_ASM1569902v1_genomic	1
GCF_015699015.1_ASM1569901v1_genomic	1
GCF_001677865.2_ASM167786v2_genomic	1
GCF_015699055.1_ASM1569905v1_genomic	1
GCF_015698975.1_ASM1569897v1_genomic	1
GCF_001677725.2_ASM167772v2_genomic	1
GCF_001677615.2_ASM167761v2_genomic	1
GCF_001677635.2_ASM167763v2_genomic	1
GCF_001677875.2_ASM167787v2_genomic	1
GCF_001677645.2_ASM167764v2_genomic	1
GCF_001677785.2_ASM167778v2_genomic	1
GCF_015229825.1_ASM1522982v1_genomic	0
GCF_001614325.1_ASM161432v1_genomic	0
GCF_011404895.1_ASM1140489v1_genomic	0
GCF_004380645.1_ASM438064v1_genomic	0
GCF_001571595.1_ASM157159v1_genomic	0
GCF_014893195.1_ASM1489319v1_genomic	0
GCF_002927655.1_ASM292765v1_genomic	0
GCF_015693825.1_ASM1569382v1_genomic	0
GCF_003305005.1_ASM330500v1_genomic	0
GCF_003591355.1_ASM359135v1_genomic	0
GCF_003048005.1_ASM304800v1_genomic	0
GCF_002190305.1_ASM219030v1_genomic	0
GCF_000754865.1_ASM75486v1_genomic	0
GCF_006350035.1_ASM635003v1_genomic	0
GCF_014493855.1_ASM1449385v1_genomic	0
GCF_003546265.1_ASM354626v1_genomic	0
GCF_014494245.1_ASM1449424v1_genomic	0
GCF_003856575.1_ASM385657v1_genomic	0
GCF_014894945.1_ASM1489494v1_genomic	0
GCF_012328955.1_ASM1232895v1_genomic	0
GCF_000814145.2_ASM81414v2_genomic	0
GCF_001614375.1_ASM161437v1_genomic	0
GCF_014494645.1_ASM1449464v1_genomic	0
GCF_004380655.1_ASM438065v1_genomic	0
GCF_003856675.1_ASM385667v1_genomic	0
GCF_014893245.1_ASM1489324v1_genomic	0
GCF_002927715.1_ASM292771v1_genomic	0
GCF_015693425.1_ASM1569342v1_genomic	0
GCF_014075915.1_ASM1407591v1_genomic	0
GCF_004960025.1_ASM496002v1_genomic	0
GCF_011028085.1_ASM1102808v1_genomic	0
GCF_011028045.1_ASM1102804v1_genomic	0
GCF_003651285.1_ASM365128v1_genomic	0
GCF_000947975.1_ASM94797v1_genomic	0
GCF_000947935.1_ASM94793v1_genomic	0
GCF_002134075.1_ASM213407v1_genomic	0
GCF_003304225.1_ASM330422v1_genomic	0
GCF_001911595.1_ASM191159v1_genomic	0
GCF_015229795.1_ASM1522979v1_genomic	0
GCF_003290845.1_ASM329084v1_genomic	0
GCF_003686355.1_ASM368635v1_genomic	0
GCF_003304035.1_ASM330403v1_genomic	0
GCF_013341705.1_ASM1334170v1_genomic	0
GCF_001571755.1_ASM157175v1_genomic	0
GCF_006148875.1_ASM614887v1_genomic	0
GCF_015229835.1_ASM1522983v1_genomic	0
GCF_013361265.1_ASM1336126v1_genomic	0
GCF_014494735.1_ASM1449473v1_genomic	0
GCF_012978255.1_ASM1297825v1_genomic	0
GCF_001519395.1_ASM151939v1_genomic	0
GCF_002002305.1_ASM200230v1_genomic	0
GCF_013112445.1_ASM1311244v1_genomic	0
GCF_009393895.1_ASM939389v1_genomic	0
GCF_003144965.1_ASM314496v1_genomic	0
GCF_004284435.1_ASM428443v1_genomic	0
GCF_009790565.1_ASM979056v1_genomic	0
GCF_002353075.1_ASM235307v1_genomic	0
GCF_002353035.1_ASM235303v1_genomic	0
GCF_002002325.1_ASM200232v1_genomic	0
GCF_013030465.1_ASM1303046v1_genomic	0
GCF_013315995.1_ASM1331599v1_genomic	0
GCF_014895295.1_ASM1489529v1_genomic	0
GCF_001911905.1_ASM191190v1_genomic	0
GCF_003291535.1_ASM329153v1_genomic	0
GCF_001616275.1_ASM161627v1_genomic	0
GCF_002942545.1_ASM294254v1_genomic	0
GCF_009910095.1_ASM991009v1_genomic	0
GCF_001990935.1_ASM199093v1_genomic	0
GCF_002379205.1_ASM237920v1_genomic	0
GCF_002133595.1_ASM213359v1_genomic	0
GCF_001912425.1_ASM191242v1_genomic	0
GCF_003984075.1_ASM398407v1_genomic	0
GCF_002302335.1_ASM230233v1_genomic	0
GCF_003686835.1_ASM368683v1_genomic	0
GCF_004960225.1_ASM496022v1_genomic	0
GCF_002142445.1_ASM214244v1_genomic	0
GCF_004100385.1_ASM410038v1_genomic	0
GCF_003983685.1_ASM398368v1_genomic	0
GCF_003982545.1_ASM398254v1_genomic	0
GCF_002302315.1_ASM230231v1_genomic	0
GCF_003293145.1_ASM329314v1_genomic	0
GCF_004380335.1_ASM438033v1_genomic	0
GCF_004284095.1_ASM428409v1_genomic	0
GCF_013342425.1_ASM1334242v1_genomic	0
GCF_004767305.1_ASM476730v1_genomic	0
GCF_001420165.1_ASM142016v1_genomic	0
GCF_003302635.1_ASM330263v1_genomic	0
GCF_001700025.1_ASM170002v1_genomic	0
GCF_004767345.1_ASM476734v1_genomic	0
GCF_013850855.1_ASM1385085v1_genomic	0
GCF_008180245.1_ASM818024v1_genomic	0
GCF_015229575.1_ASM1522957v1_genomic	0
GCF_002930255.1_ASM293025v1_genomic	0
GCF_013341545.1_ASM1334154v1_genomic	0
GCF_002133445.1_ASM213344v1_genomic	0
GCF_001614795.1_ASM161479v1_genomic	0
GCF_002142435.1_ASM214243v1_genomic	0
GCF_009394595.1_ASM939459v1_genomic	0
GCF_004380635.1_ASM438063v1_genomic	0
GCF_013850925.1_ASM1385092v1_genomic	0
GCF_004960425.1_ASM496042v1_genomic	0
GCF_015229225.1_ASM1522922v1_genomic	0
GCF_001907435.1_ASM190743v1_genomic	0
GCF_003686845.1_ASM368684v1_genomic	0
GCF_011032325.1_ASM1103232v1_genomic	0
GCF_004100535.1_ASM410053v1_genomic	0
GCF_003651265.1_ASM365126v1_genomic	0
GCF_001907335.1_ASM190733v1_genomic	0
GCF_014216915.1_ASM1421691v1_genomic	0
GCF_004380175.1_ASM438017v1_genomic	0
GCF_001907465.1_ASM190746v1_genomic	0
GCF_003982675.1_ASM398267v1_genomic	0
GCF_003686745.1_ASM368674v1_genomic	0
GCF_001881645.1_ASM188164v1_genomic	0
GCF_011383085.1_ASM1138308v1_genomic	0
GCF_003145795.1_ASM314579v1_genomic	0
GCF_013342705.1_ASM1334270v1_genomic	0
GCF_001420125.1_ASM142012v1_genomic	0
GCF_001994955.1_ASM199495v1_genomic	0
GCF_013185345.1_ASM1318534v1_genomic	0
GCF_002134035.1_ASM213403v1_genomic	0
GCF_015687555.1_ASM1568755v1_genomic	0
GCF_003984445.1_ASM398444v1_genomic	0
GCF_013074265.1_ASM1307426v1_genomic	0
GCF_004283625.1_ASM428362v1_genomic	0
GCF_013342805.1_ASM1334280v1_genomic	0
GCF_015229335.1_ASM1522933v1_genomic	0
GCF_003293225.1_ASM329322v1_genomic	0
GCF_009649345.1_ASM964934v1_genomic	0
GCF_001520015.1_ASM152001v1_genomic	0
GCF_013851255.1_ASM1385125v1_genomic	0
GCF_003651375.1_ASM365137v1_genomic	0
GCF_013073705.1_ASM1307370v1_genomic	0
GCF_003292735.1_ASM329273v1_genomic	0
GCF_006351525.1_ASM635152v1_genomic	0
GCF_009394275.1_ASM939427v1_genomic	0
GCF_003337075.1_ASM333707v1_genomic	0
GCF_002307635.1_ASM230763v1_genomic	0
GCF_002002595.1_ASM200259v1_genomic	0
GCF_001615115.1_ASM161511v1_genomic	0
GCF_000804365.1_ASM80436v1_genomic	0
GCF_000777355.1_ASM77735v1_genomic	0
GCF_002001885.1_ASM200188v1_genomic	0
GCF_004378085.1_ASM437808v1_genomic	0
GCF_009393225.1_ASM939322v1_genomic	0
GCF_001520315.1_ASM152031v1_genomic	0
GCF_001911485.1_ASM191148v1_genomic	0
GCF_003292935.1_ASM329293v1_genomic	0
GCF_012978195.1_ASM1297819v1_genomic	0
GCF_000782035.1_ASM78203v1_genomic	0
GCF_002080595.1_ASM208059v1_genomic	0
GCF_001907375.1_ASM190737v1_genomic	0
GCF_003290785.1_ASM329078v1_genomic	0
GCF_000819375.1_Escherichia_coli_CVM_N33429PS_v1.0_genomic	0
GCF_002917635.1_ASM291763v1_genomic	0
GCF_000781455.1_ASM78145v1_genomic	0
GCF_015687475.1_ASM1568747v1_genomic	0
GCF_001576075.1_ASM157607v1_genomic	0
GCF_003146415.1_ASM314641v1_genomic	0
GCF_003605675.1_ASM360567v1_genomic	0
GCF_002133905.1_ASM213390v1_genomic	0
GCF_002942645.1_ASM294264v1_genomic	0
GCF_009910175.1_ASM991017v1_genomic	0
GCF_000777655.1_ASM77765v1_genomic	0
GCF_001912275.1_ASM191227v1_genomic	0
GCF_001911095.1_ASM191109v1_genomic	0
GCF_011404355.1_ASM1140435v1_genomic	0
GCF_009910255.1_ASM991025v1_genomic	0
GCF_003605685.1_ASM360568v1_genomic	0
GCF_013185405.1_ASM1318540v1_genomic	0
GCF_013850835.1_ASM1385083v1_genomic	0
GCF_003291285.1_ASM329128v1_genomic	0
GCF_001907565.1_ASM190756v1_genomic	0
GCF_004284145.1_ASM428414v1_genomic	0
GCF_004960925.1_ASM496092v1_genomic	0
GCF_008180225.1_ASM818022v1_genomic	0
GCF_004282455.1_ASM428245v1_genomic	0
GCF_001911235.1_ASM191123v1_genomic	0
GCF_015229455.1_ASM1522945v1_genomic	0
GCF_002134235.1_ASM213423v1_genomic	0
GCF_013851125.1_ASM1385112v1_genomic	0
GCF_003983655.1_ASM398365v1_genomic	0
GCF_014495505.1_ASM1449550v1_genomic	0
GCF_003145945.1_ASM314594v1_genomic	0
GCF_000778285.1_ASM77828v1_genomic	0
GCF_004282685.1_ASM428268v1_genomic	0
GCF_001990855.1_ASM199085v1_genomic	0
GCF_001615535.1_ASM161553v1_genomic	0
GCF_001911635.1_ASM191163v1_genomic	0
GCF_013371745.1_ASM1337174v1_genomic	0
GCF_014863145.1_ASM1486314v1_genomic	0
GCF_002080635.1_ASM208063v1_genomic	0
GCF_002002055.1_ASM200205v1_genomic	0
GCF_001911505.1_ASM191150v1_genomic	0
GCF_003721795.1_ASM372179v1_genomic	0
GCF_004283675.1_ASM428367v1_genomic	0
GCF_013341865.1_ASM1334186v1_genomic	0
GCF_003303655.1_ASM330365v1_genomic	0
GCF_013341535.1_ASM1334153v1_genomic	0
GCF_003984025.1_ASM398402v1_genomic	0
GCF_015229535.1_ASM1522953v1_genomic	0
GCF_001616135.1_ASM161613v1_genomic	0
GCF_003337025.1_ASM333702v1_genomic	0
GCF_001519815.1_ASM151981v1_genomic	0
GCF_014895435.1_ASM1489543v1_genomic	0
GCF_002926975.1_ASM292697v1_genomic	0
GCF_015693445.1_ASM1569344v1_genomic	0
GCF_011404595.1_ASM1140459v1_genomic	0
GCF_009790925.1_ASM979092v1_genomic	0
GCF_002002145.1_ASM200214v1_genomic	0
GCF_001484485.1_ASM148448v1_genomic	0
GCF_004100615.1_ASM410061v1_genomic	0
GCF_003243675.1_ASM324367v1_genomic	0
GCF_003304915.1_ASM330491v1_genomic	0
GCF_009791205.1_ASM979120v1_genomic	0
GCF_000819015.1_Escherichia_coli_CVM_N33978PS_v1.0_genomic	0
GCF_015687495.1_ASM1568749v1_genomic	0
GCF_015229275.1_ASM1522927v1_genomic	0
GCF_014216435.1_ASM1421643v1_genomic	0
GCF_001912105.1_ASM191210v1_genomic	0
GCF_009762415.1_ASM976241v1_genomic	0
GCF_009790035.1_ASM979003v1_genomic	0
GCF_013851205.1_ASM1385120v1_genomic	0
GCF_001911985.1_ASM191198v1_genomic	0
GCF_015229875.1_ASM1522987v1_genomic	0
GCF_001615205.1_ASM161520v1_genomic	0
GCF_015690315.1_ASM1569031v1_genomic	0
GCF_009649305.1_ASM964930v1_genomic	0
GCF_004567865.1_ASM456786v1_genomic	0
GCF_013190205.1_ASM1319020v1_genomic	0
GCF_013850905.1_ASM1385090v1_genomic	0
GCF_014494805.1_ASM1449480v1_genomic	0
GCF_009910275.1_ASM991027v1_genomic	0
GCF_001575705.1_ASM157570v1_genomic	0
GCF_001911935.1_ASM191193v1_genomic	0
GCF_001696335.1_ASM169633v1_genomic	0
GCF_002142355.1_ASM214235v1_genomic	0
GCF_015687585.1_ASM1568758v1_genomic	0
GCF_002507945.1_ASM250794v1_genomic	0
GCF_004767465.1_ASM476746v1_genomic	0
GCF_003651345.1_ASM365134v1_genomic	0
GCF_015229415.1_ASM1522941v1_genomic	0
GCF_009898525.1_ASM989852v1_genomic	0
GCF_003146345.1_ASM314634v1_genomic	0
GCF_014495205.1_ASM1449520v1_genomic	0
GCF_003146255.1_ASM314625v1_genomic	0
GCF_002133585.1_ASM213358v1_genomic	0
GCF_002190285.1_ASM219028v1_genomic	0
GCF_003956245.1_ASM395624v1_genomic	0
GCF_003302125.1_ASM330212v1_genomic	0
GCF_001970075.1_ASM197007v1_genomic	0
GCF_003292635.1_ASM329263v1_genomic	0
GCF_009649325.1_ASM964932v1_genomic	0
GCF_000781075.1_ASM78107v1_genomic	0
GCF_013074175.1_ASM1307417v1_genomic	0
GCF_003721735.1_ASM372173v1_genomic	0
GCF_003303065.1_ASM330306v1_genomic	0
GCF_001654735.1_ASM165473v1_genomic	0
GCF_001571675.1_ASM157167v1_genomic	0
GCF_014895225.1_ASM1489522v1_genomic	0
GCF_002001845.1_ASM200184v1_genomic	0
GCF_002917255.1_ASM291725v1_genomic	0
GCF_001911755.1_ASM191175v1_genomic	0
GCF_003328145.1_ASM332814v1_genomic	0
GCF_000781435.1_ASM78143v1_genomic	0
GCF_009393565.1_ASM939356v1_genomic	0
GCF_002134335.1_ASM213433v1_genomic	0
GCF_002810135.1_ASM281013v1_genomic	0
GCF_013374895.1_ASM1337489v1_genomic	0
GCF_013185285.1_ASM1318528v1_genomic	0
GCF_000816865.1_ASM81686v2_genomic	0
GCF_000804345.1_ASM80434v1_genomic	0
GCF_001911695.1_ASM191169v1_genomic	0
GCF_009762365.1_ASM976236v1_genomic	0
GCF_002133675.1_ASM213367v1_genomic	0
GCF_003291315.1_ASM329131v1_genomic	0
GCF_000777095.1_ASM77709v1_genomic	0
GCF_013073795.1_ASM1307379v1_genomic	0
GCF_003980375.1_ASM398037v1_genomic	0
GCF_003591435.1_ASM359143v1_genomic	0
GCF_004767235.1_ASM476723v1_genomic	0
GCF_002002195.1_ASM200219v1_genomic	0
GCF_003304905.1_ASM330490v1_genomic	0
GCF_002134005.1_ASM213400v1_genomic	0
GCF_001615705.1_ASM161570v1_genomic	0
GCF_002109445.1_ASM210944v1_genomic	0
GCF_004566475.1_ASM456647v1_genomic	0
GCF_001617175.1_ASM161717v1_genomic	0
GCF_015229735.1_ASM1522973v1_genomic	0
GCF_004301465.1_ASM430146v1_genomic	0
GCF_013073465.1_ASM1307346v1_genomic	0
GCF_001911845.1_ASM191184v1_genomic	0
GCF_000798115.1_Escherichia_coli_CVM_N36393PS_v._1.0_genomic	0
GCF_014075595.1_ASM1407559v1_genomic	0
GCF_006350065.1_ASM635006v1_genomic	0
GCF_001575435.1_ASM157543v1_genomic	0
GCF_014217055.1_ASM1421705v1_genomic	0
GCF_013341685.1_ASM1334168v1_genomic	0
GCF_012033715.1_ASM1203371v1_genomic	0
GCF_013342315.1_ASM1334231v1_genomic	0
GCF_011032055.1_ASM1103205v1_genomic	0
GCF_001911805.1_ASM191180v1_genomic	0
GCF_014494085.1_ASM1449408v1_genomic	0
GCF_001911495.1_ASM191149v1_genomic	0
GCF_001419925.1_ASM141992v1_genomic	0
GCF_013376895.1_ASM1337689v1_genomic	0
GCF_015690365.1_ASM1569036v1_genomic	0
GCF_009649375.1_ASM964937v1_genomic	0
GCF_003048015.1_ASM304801v1_genomic	0
GCF_015693335.1_ASM1569333v1_genomic	0
GCF_014862585.1_ASM1486258v1_genomic	0
GCF_014771275.1_ASM1477127v1_genomic	0
GCF_002917535.1_ASM291753v1_genomic	0
GCF_013342605.1_ASM1334260v1_genomic	0
GCF_000797875.1_Escherichia_coli_CVM_N38833PS_v._1.0_genomic	0
GCF_001614455.1_ASM161445v1_genomic	0
GCF_003302825.1_ASM330282v1_genomic	0
GCF_013074055.1_ASM1307405v1_genomic	0
GCF_013073945.1_ASM1307394v1_genomic	0
GCF_001484335.1_ASM148433v1_genomic	0
GCF_001994975.1_ASM199497v1_genomic	0
GCF_001696345.1_ASM169634v1_genomic	0
GCF_001571725.1_ASM157172v1_genomic	0
GCF_013851065.1_ASM1385106v1_genomic	0
GCF_004377895.1_ASM437789v1_genomic	0
GCF_015229495.1_ASM1522949v1_genomic	0
GCF_014904115.1_ASM1490411v1_genomic	0
GCF_002810045.1_ASM281004v1_genomic	0
GCF_001910855.1_ASM191085v1_genomic	0
GCF_008373455.1_ASM837345v1_genomic	0
GCF_004380285.1_ASM438028v1_genomic	0
GCF_001519145.1_ASM151914v1_genomic	0
GCF_002191025.1_ASM219102v1_genomic	0
GCF_004282595.1_ASM428259v1_genomic	0
GCF_001614485.1_ASM161448v1_genomic	0
GCF_004961025.1_ASM496102v1_genomic	0
GCF_001519195.1_ASM151919v1_genomic	0
GCF_002284685.1_ASM228468v1_genomic	0
GCF_014495645.1_ASM1449564v1_genomic	0
GCF_001563395.1_ASM156339v1_genomic	0
GCF_014862945.1_ASM1486294v1_genomic	0
GCF_001469815.1_ASM146981v1_genomic	0
GCF_006543055.1_ASM654305v1_genomic	0
GCF_002001525.1_ASM200152v1_genomic	0
GCF_003999775.1_ASM399977v1_genomic	0
GCF_015693325.1_ASM1569332v1_genomic	0
GCF_004282635.1_ASM428263v1_genomic	0
GCF_002735045.1_ASM273504v1_genomic	0
GCF_002735125.1_ASM273512v1_genomic	0
GCF_002764195.1_ASM276419v1_genomic	0
GCF_013342435.1_ASM1334243v1_genomic	0
GCF_011028135.1_ASM1102813v1_genomic	0
GCF_001575355.1_ASM157535v1_genomic	0
GCF_003651405.1_ASM365140v1_genomic	0
GCF_004282415.1_ASM428241v1_genomic	0
GCF_003146525.1_ASM314652v1_genomic	0
GCF_013315755.1_ASM1331575v1_genomic	0
GCF_001419965.1_ASM141996v1_genomic	0
GCF_015690155.1_ASM1569015v1_genomic	0
GCF_013342765.1_ASM1334276v1_genomic	0
GCF_001575625.1_ASM157562v1_genomic	0
GCF_001420065.1_ASM142006v1_genomic	0
GCF_015229765.1_ASM1522976v1_genomic	0
GCF_003291655.1_ASM329165v1_genomic	0
GCF_013350235.1_ASM1335023v1_genomic	0
GCF_002949295.1_ASM294929v1_genomic	0
GCF_014895025.1_ASM1489502v1_genomic	0
GCF_002917695.1_ASM291769v1_genomic	0
GCF_001616415.1_ASM161641v1_genomic	0
GCF_013315715.1_ASM1331571v1_genomic	0
GCF_013073785.1_ASM1307378v1_genomic	0
GCF_001419895.1_ASM141989v1_genomic	0
GCF_014075475.1_ASM1407547v1_genomic	0
GCF_004100745.1_ASM410074v1_genomic	0
GCF_013074195.1_ASM1307419v1_genomic	0
GCF_013074365.1_ASM1307436v1_genomic	0
GCF_001616255.1_ASM161625v1_genomic	0
GCF_003686425.1_ASM368642v1_genomic	0
GCF_004960325.1_ASM496032v1_genomic	0
GCF_000779295.1_ASM77929v1_genomic	0
GCF_001912445.1_ASM191244v1_genomic	0
GCF_004767495.1_ASM476749v1_genomic	0
GCF_003293445.1_ASM329344v1_genomic	0
GCF_004283475.1_ASM428347v1_genomic	0
GCF_000754855.1_ASM75485v1_genomic	0
GCF_013851245.1_ASM1385124v1_genomic	0
GCF_003291015.1_ASM329101v1_genomic	0
GCF_003145295.1_ASM314529v1_genomic	0
GCF_003292995.1_ASM329299v1_genomic	0
GCF_013404435.1_ASM1340443v1_genomic	0
GCF_013073685.1_ASM1307368v1_genomic	0
GCF_013074275.1_ASM1307427v1_genomic	0
GCF_003290515.1_ASM329051v1_genomic	0
GCF_012978105.1_ASM1297810v1_genomic	0
GCF_004377955.1_ASM437795v1_genomic	0
GCF_001910845.1_ASM191084v1_genomic	0
GCF_001614725.1_ASM161472v1_genomic	0
GCF_002810105.1_ASM281010v1_genomic	0
GCF_003048145.1_ASM304814v1_genomic	0
GCF_002268245.1_ASM226824v1_genomic	0
GCF_009497205.1_ASM949720v1_genomic	0
GCF_002134395.1_ASM213439v1_genomic	0
GCF_003304815.1_ASM330481v1_genomic	0
GCF_015229345.1_ASM1522934v1_genomic	0
GCF_001420075.1_ASM142007v1_genomic	0
GCF_015229315.1_ASM1522931v1_genomic	0
GCF_001617255.1_ASM161725v1_genomic	0
GCF_015690195.1_ASM1569019v1_genomic	0
GCF_014863025.1_ASM1486302v1_genomic	0
GCF_011028125.1_ASM1102812v1_genomic	0
GCF_002810125.1_ASM281012v1_genomic	0
GCF_013851005.1_ASM1385100v1_genomic	0
GCF_002080555.1_ASM208055v1_genomic	0
GCF_003009065.1_ASM300906v1_genomic	0
GCF_004283935.1_ASM428393v1_genomic	0
GCF_013341765.1_ASM1334176v1_genomic	0
GCF_002133915.1_ASM213391v1_genomic	0
GCF_008642415.1_ASM864241v1_genomic	0
GCF_000819285.1_Escherichia_coli_CVM_N38796PS_v1.0_genomic	0
GCF_001615975.1_ASM161597v1_genomic	0
GCF_009790095.1_ASM979009v1_genomic	0
GCF_002002775.1_ASM200277v1_genomic	0
GCF_013361275.1_ASM1336127v1_genomic	0
GCF_014495595.1_ASM1449559v1_genomic	0
GCF_009296365.1_ASM929636v1_genomic	0
GCF_009649275.1_ASM964927v1_genomic	0
GCF_014893325.1_ASM1489332v1_genomic	0
GCF_002810185.1_ASM281018v1_genomic	0
GCF_013850825.1_ASM1385082v1_genomic	0
GCF_013358945.1_ASM1335894v1_genomic	0
GCF_003982555.1_ASM398255v1_genomic	0
GCF_004284265.1_ASM428426v1_genomic	0
GCF_004380805.1_ASM438080v1_genomic	0
GCF_011028145.1_ASM1102814v1_genomic	0
GCF_003651325.1_ASM365132v1_genomic	0
GCF_003291745.1_ASM329174v1_genomic	0
GCF_001484405.1_ASM148440v1_genomic	0
GCF_014861145.1_ASM1486114v1_genomic	0
GCF_011032075.1_ASM1103207v1_genomic	0
GCF_001576315.1_ASM157631v1_genomic	0
GCF_001692795.1_ASM169279v1_genomic	0
GCF_001982555.1_ASM198255v1_genomic	0
GCF_001990865.1_ASM199086v1_genomic	0
GCF_014895065.1_ASM1489506v1_genomic	0
GCF_002507975.1_ASM250797v1_genomic	0
GCF_001911465.1_ASM191146v1_genomic	0
GCF_001912145.1_ASM191214v1_genomic	0
GCF_001571665.1_ASM157166v1_genomic	0
GCF_013073865.1_ASM1307386v1_genomic	0
GCF_009649435.1_ASM964943v1_genomic	0
GCF_013315975.1_ASM1331597v1_genomic	0
GCF_015699115.1_ASM1569911v1_genomic	0
GCF_002001995.1_ASM200199v1_genomic	0
GCF_001911315.1_ASM191131v1_genomic	0
GCF_001413995.1_ASM141399v1_genomic	0
GCF_014896975.1_ASM1489697v1_genomic	0
GCF_002810025.1_ASM281002v1_genomic	0
GCF_009497425.1_ASM949742v1_genomic	0
GCF_002190295.1_ASM219029v1_genomic	0
GCF_002002125.1_ASM200212v1_genomic	0
GCF_009761115.1_FMVZ-USP_APEC_T-17_genomic	0
GCF_009761165.1_FMVZ-USP_APEC_T-22_genomic	0
GCF_003984485.1_ASM398448v1_genomic	0
GCF_009709745.1_ASM970974v1_genomic	0
GCF_013074245.1_ASM1307424v1_genomic	0
GCF_003328195.1_ASM332819v1_genomic	0
GCF_002002815.1_ASM200281v1_genomic	0
GCF_003327865.1_ASM332786v1_genomic	0
GCF_003982255.1_ASM398225v1_genomic	0
GCF_003291305.1_ASM329130v1_genomic	0
GCF_003651355.1_ASM365135v1_genomic	0
GCF_001616015.1_ASM161601v1_genomic	0
GCF_014155245.1_ASM1415524v1_genomic	0
GCF_009790935.1_ASM979093v1_genomic	0
GCF_002002235.1_ASM200223v1_genomic	0
GCF_013073615.1_ASM1307361v1_genomic	0
GCF_009394225.1_ASM939422v1_genomic	0
GCF_013342305.1_ASM1334230v1_genomic	0
GCF_009393065.1_ASM939306v1_genomic	0
GCF_001575395.1_ASM157539v1_genomic	0
GCF_001484375.1_ASM148437v1_genomic	0
GCF_014771055.1_ASM1477105v1_genomic	0
GCF_015229695.1_ASM1522969v1_genomic	0
GCF_003301685.1_ASM330168v1_genomic	0
GCF_003982535.1_ASM398253v1_genomic	0
GCF_004283715.1_ASM428371v1_genomic	0
GCF_012978375.1_ASM1297837v1_genomic	0
GCF_004566905.1_ASM456690v1_genomic	0
GCF_002191055.1_ASM219105v1_genomic	0
GCF_002190885.1_ASM219088v1_genomic	0
GCF_002002545.1_ASM200254v1_genomic	0
GCF_001615145.1_ASM161514v1_genomic	0
GCF_003292595.1_ASM329259v1_genomic	0
GCF_013342355.1_ASM1334235v1_genomic	0
GCF_003981235.1_ASM398123v1_genomic	0
GCF_002942585.1_ASM294258v1_genomic	0
GCF_000781595.1_ASM78159v1_genomic	0
GCF_001575385.1_ASM157538v1_genomic	0
GCF_013851045.1_ASM1385104v1_genomic	0
GCF_002909125.1_ASM290912v1_genomic	0
GCF_001576025.1_ASM157602v1_genomic	0
GCF_001621625.1_ASM162162v1_genomic	0
GCF_001576205.1_ASM157620v1_genomic	0
GCF_015690285.1_ASM1569028v1_genomic	0
GCF_014862715.1_ASM1486271v1_genomic	0
GCF_001571745.1_ASM157174v1_genomic	0
GCF_014893115.1_ASM1489311v1_genomic	0
GCF_002001545.1_ASM200154v1_genomic	0
GCF_004282325.1_ASM428232v1_genomic	0
GCF_013185665.1_ASM1318566v1_genomic	0
GCF_011032365.1_ASM1103236v1_genomic	0
GCF_014895355.1_ASM1489535v1_genomic	0
GCF_002761805.1_ASM276180v1_genomic	0
GCF_001910905.1_ASM191090v1_genomic	0
GCF_013074015.1_ASM1307401v1_genomic	0
GCF_001617225.1_ASM161722v1_genomic	0
GCF_004283435.1_ASM428343v1_genomic	0
GCF_003388275.1_ASM338827v1_genomic	0
GCF_001758245.1_ASM175824v1_genomic	0
GCF_015687595.1_ASM1568759v1_genomic	0
GCF_014893175.1_ASM1489317v1_genomic	0
GCF_009707855.1_ASM970785v1_genomic	0
GCF_003328015.1_ASM332801v1_genomic	0
GCF_001912555.1_ASM191255v1_genomic	0
GCF_003546245.1_ASM354624v1_genomic	0
GCF_001615485.1_ASM161548v1_genomic	0
GCF_015690145.1_ASM1569014v1_genomic	0
GCF_003389095.1_ASM338909v1_genomic	0
GCF_002134205.1_ASM213420v1_genomic	0
GCF_014895105.1_ASM1489510v1_genomic	0
GCF_015693725.1_ASM1569372v1_genomic	0
GCF_009708115.1_ASM970811v1_genomic	0
GCF_012978165.1_ASM1297816v1_genomic	0
GCF_013850805.1_UQ_genomic	0
GCF_011404475.1_ASM1140447v1_genomic	0
GCF_000797995.1_Escherichia_coli_CVM_N36613PS_v._1.0_genomic	0
GCF_001419885.1_ASM141988v1_genomic	0
GCF_008373635.1_ASM837363v1_genomic	0
GCF_003389015.1_ASM338901v1_genomic	0
GCF_015687485.1_ASM1568748v1_genomic	0
GCF_013851105.1_ASM1385110v1_genomic	0
